id,class_of,schoool,major,degree_level,grad_term,outcome,employer,position_country,position_city,position_state,salary,cont_edu,cont_edu_field,cont_edu_degree
4742,2023,Newark College of Engineering,Chemical Engineering,Doctorate,202290,Full-Time,Dynamic Survey LLC,,,,,,,
4743,2023,Ying Wu College of Computing,Data Science - Computational Track,Master,202290,Full-Time,,,,,,,,
4744,2023,Ying Wu College of Computing,Business and Information Systems,Master,202290,Full-Time,,,,,,,,
4745,2023,Newark College of Engineering,Civil Engineering,Master,202310,Full-Time,Caesars Entertainment,,,,85000.00,,,
4746,2023,Newark College of Engineering,Biomedical Engineering,Bachelor,202290,Continuing Education,Phase Two Chemicals,USA,San Diego,CA,,San Diego State University,Health/Medicine,Master's
4747,2023,College of Science and Liberal Arts,Cyberpsychology,Bachelor,202310,Full-Time,,,,,,,Science,Master's
4748,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Continuing Education,"New Jersey Precision Technologies, Inc.",USA,Elkins Park,PA,,Salus University - Physician Assistant Program,Science,Master's
4749,2023,Ying Wu College of Computing,Computer Science,Master,202310,Continuing Education,,USA,Newark,NJ,,New Jersey Institute of Technology,Computing,Master's
4750,2023,Ying Wu College of Computing,Computer Science,Master,202290,Full-Time,,,,,,,,
4751,2023,Newark College of Engineering,Civil Engineering,Bachelor,202290,Full-Time,JRCRUZ Corp.,,,,,,,
4752,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,Capital One,,,,127000.00,,,
4753,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Part-Time,,USA,Newark,NJ,,New Jersey Institute of Technology,Management/Finance/Accounting,Master's
4754,2023,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,202310,Full-Time,,,,,,,,
4755,2023,Ying Wu College of Computing,Computer Science,Bachelor,202290,Full-Time,"Colex Finishing, Inc.",,,,,,,
4756,2023,Newark College of Engineering,Civil Engineering,Bachelor,202310,Full-Time,,,,,75400.00,,,
4757,2023,Newark College of Engineering,Construction Engineering Technology,Bachelor,202310,Full-Time,,,,,60000.00,,,
4758,2023,Newark College of Engineering,Electrical Engineering,Bachelor,202310,Full-Time,FirstEnergy,,,,,,,Master's
4759,2023,Ying Wu College of Computing,Business and Information Systems,Master,202250,Full-Time,,,,,,,,
4760,2023,Ying Wu College of Computing,Software Engineering,Master,202290,Full-Time,,,,,,,,
4761,2023,Ying Wu College of Computing,Data Science - Computational Track,Master,202290,Full-Time,,,,,,,,
4762,2023,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,202250,Full-Time,New York Institute of Technology,,,,,,,
4763,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Continuing Education,,USA,Newark,,,New Jersey Medical School,Health/Medicine,"Medical degree (M.D., DDS, etc.)"
4764,2023,College of Science and Liberal Arts,Environmental Science,Bachelor,202310,Full-Time,Middlesex County Utilities Authority,,,,,,,
4765,2023,Newark College of Engineering,Civil Engineering,Master,202310,Full-Time,,,,,,,,
4766,2023,Newark College of Engineering,Engineering Management,Master,202310,Full-Time,Atom Nanoelectronics,,,,,,,
4767,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,EI Associates - Architects & Engineers,,,,,,,
4768,2023,Hillier College of Architecture and Design,Architecture,Bachelor,202310,Full-Time,AMG Wireless Center,,,,,,,
4769,2023,Ying Wu College of Computing,Information Systems,Master,202310,Full-Time,,,,,,,,
4770,2023,Ying Wu College of Computing,Cyber Security and Privacy,Master,202250,Full-Time,,,,,,,,
4771,2023,Martin Tuchman School of Management,Business,Bachelor,202310,Continuing Education,,USA,Newark,NJ,,New Jersey Institute of Technology,Management/Finance/Accounting,M.B.A.
4772,2023,Hillier College of Architecture and Design,Architecture,Master,202310,Full-Time,,,,,,,,
4773,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202250,Continuing Education,,USA,,,,App Academy,,
4774,2023,College of Science and Liberal Arts,Mathematical Sciences,Bachelor,202290,Full-Time,University of Notre Dame,,,,,,,
4775,2023,Ying Wu College of Computing,Computer Science,Master,202290,Full-Time,,,,,,,,
4776,2023,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,202250,Full-Time,Pfizer,,,,,,,
4777,2023,Newark College of Engineering,Construction Management Technology,Bachelor,202310,Full-Time,UPS (United Parcel Service),,,,,,,
4778,2023,Newark College of Engineering,Civil Engineering,Bachelor,202310,Part-Time,,,,,,,,
4779,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Full-Time,Bank of America,,,,,,,
4780,2023,Newark College of Engineering,Civil Engineering,Bachelor,202310,Full-Time,A&J Consulting Engineering Services,,,,,,,
4781,2023,Ying Wu College of Computing,Business and Information Systems,Master,202290,Full-Time,"IET, Inc.",,,,150000.00,,,
4782,2023,Newark College of Engineering,Electrical Engineering,Master,202310,Full-Time,,,,,,,,
4783,2023,Ying Wu College of Computing,Cyber Security and Privacy,Master,202290,Full-Time,Auramedpro Inc.,,,,,,,
4784,2023,Newark College of Engineering,Engineering Management,Master,202290,Full-Time,,,,,,,,
4785,2023,Newark College of Engineering,Biomedical Engineering,Bachelor,202310,Full-Time,Naval Sea Systems Command (NAVSEA),,,,77000.00,,,
4786,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,Naval Nuclear Reactors,USA,Pittsburgh,PA,85000.00,,,Master's
4787,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,ADP,,,,,,,
4788,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,M&T Bank,,,,,,,
4789,2023,Newark College of Engineering,Manufacturing Systems Engineering,Master,202310,Full-Time,,,,,,,,
4790,2023,Newark College of Engineering,Chemical Engineering,Bachelor,202310,Full-Time,,,,,,,,
4791,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,State Street,,,,,,,
4792,2023,Hillier College of Architecture and Design,Interior Design,Bachelor,202310,Full-Time,Kimmerle,,,,,,,
4793,2023,Martin Tuchman School of Management,Management,Master,202310,Internship,Cahill Capital Inc.,,,,,,,
4794,2023,Ying Wu College of Computing,Data Science - Computational Track,Master,202290,Full-Time,,,,,,,,Master's
4795,2023,Newark College of Engineering,Engineering Management,Master,202310,Full-Time,,,,,108000.00,,,
4796,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Full-Time,Avis Budget Group,,,,,,,
4797,2023,Newark College of Engineering,Biomedical Engineering,Master,202290,Full-Time,Trivia Softwares,,,,,,,
4798,2023,Newark College of Engineering,Chemical Engineering,Bachelor,202290,Internship,Infineum,,,,,,,
4799,2023,Ying Wu College of Computing,Information Technology,Bachelor,202290,Full-Time,,,,,,,,
4800,2023,Ying Wu College of Computing,Computer Science,Master,202290,Full-Time,,,,,,,,
4801,2023,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,202250,Full-Time,Wakefern Food Corp.,,,,,,,
4802,2023,Newark College of Engineering,Civil Engineering,Bachelor,202250,Full-Time,,,,,,,,
4803,2023,College of Science and Liberal Arts,Data Science - Statistics Track,Master,202250,Full-Time,,,,,,,,
4804,2023,Ying Wu College of Computing,Computer Science,Master,202310,Full-Time,,,,,98000.00,,,
4805,2023,Hillier College of Architecture and Design,Architecture,Bachelor,202310,Full-Time,,,,,,,,
4806,2023,Ying Wu College of Computing,Information Technology,Bachelor,202290,Full-Time,"Mars, Inc.",,,,88000.00,,,
4807,2023,Newark College of Engineering,Biomedical Engineering,Master,202310,Full-Time,,,,,,,,
4808,2023,Martin Tuchman School of Management,MBA,Master,202310,Full-Time,Hartz Mountain Industries,,,,,,,
4809,2023,Newark College of Engineering,Biomedical Engineering,Bachelor,202310,Continuing Education,Johnson & Johnson,,,,,,,
4810,2023,Newark College of Engineering,Electrical Engineering,Master,202290,Full-Time,Amazon,,,,,,,
4811,2023,Ying Wu College of Computing,Computing and Business,Bachelor,202310,Full-Time,Dish Network,,,,112000.00,,,
4812,2023,Newark College of Engineering,Construction Engineering Technology,Bachelor,202290,Full-Time,Aldi,,,,,,,
4813,2023,Newark College of Engineering,Chemical Engineering,Bachelor,202310,Continuing Education,National Basketball Association (NBA),USA,Knoxville,TN,,University of Tennessee,,"Doctoral Degree (Ph.D., Ed.D,)"
4814,2023,Martin Tuchman School of Management,Business,Bachelor,202310,Full-Time,,,,,,,,
4815,2023,Newark College of Engineering,Telecommunications,Master,202310,Currently seeking employment,,,,,,,,
4816,2023,Hillier College of Architecture and Design,Architecture,Bachelor,202290,Full-Time,Fiserv,,,,,,,
4817,2023,Ying Wu College of Computing,Computer Science,Doctorate,202310,Currently seeking employment,L3Harris,,,,,,,
4818,2023,Newark College of Engineering,Computer Engineering,Master,202310,Full-Time,AMD,,,,,,,
4819,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,WebMD Health Services,,,,80000.00,,,
4820,2023,Martin Tuchman School of Management,Management,Master,202290,Currently seeking employment,Atrium Staffing,,,,,,,
4821,2023,Ying Wu College of Computing,Data Science - Computational Track,Master,202310,Full-Time,United Airlines,,,,140000.00,,,
4822,2023,Ying Wu College of Computing,Computer Science,Master,202290,Full-Time,,,,,,,,
4823,2023,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,202290,Full-Time,Columbia Bank New Jersey,,,,,,,
4824,2023,College of Science and Liberal Arts,Applied Statistics,Master,202310,Currently seeking employment,ADP,,,,,,,
4825,2023,Martin Tuchman School of Management,Management,Master,202310,Full-Time,I C India Pvt Ltd,,,,,,,
4826,2023,Hillier College of Architecture and Design,Architecture,Bachelor,202290,Full-Time,,,,,41600.00,,,
4827,2023,Newark College of Engineering,Electrical Engineering,Master,202310,Full-Time,,,,,,,,
4828,2023,Newark College of Engineering,Engineering Management,Master,202310,Full-Time,,,,,,,,
4829,2023,Ying Wu College of Computing,Business and Information Systems,Master,202310,Full-Time,IBM,,,,93600.00,,,
4830,2023,Newark College of Engineering,Computer Engineering,Bachelor,202310,Full-Time,Fiserv,,,,,,,
4831,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Continuing Education,Monroe Township Board of Education,,,,,,,
4832,2023,Martin Tuchman School of Management,Management,Master,202310,Currently seeking employment,The Walt Disney Company,,,,,,,
4833,2023,Ying Wu College of Computing,Computer Science,Master,202310,Currently seeking employment,,,,,,,,
4834,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,Sordoni Construction Co.,,,,,,,
4835,2023,Newark College of Engineering,Engineering Management,Master,202310,Currently seeking employment,,,,,,,,
4836,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202290,Full-Time,,,,,,,,
4837,2023,Ying Wu College of Computing,Computer Science,Master,202290,Full-Time,,,,,,,,
4838,2023,College of Science and Liberal Arts,Biology,Bachelor,202290,Full-Time,Emerson,,,,55000.00,,,
4839,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Currently seeking employment,,,,,,,,
4840,2023,Ying Wu College of Computing,Business and Information Systems,Bachelor,202290,Full-Time,,,,,,,,
4841,2023,Ying Wu College of Computing,Computer Science,Bachelor,202290,Full-Time,"American Pile and Foundation, LLC",,,,,,,
4842,2023,Newark College of Engineering,Electrical Engineering,Bachelor,202290,Full-Time,,,,,,,,
4843,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,Con Edison,,,,,,,
4844,2023,College of Science and Liberal Arts,Biochemistry,Bachelor,202250,Full-Time,,,,,,,,
4845,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,Newport News Shipbuilding,,,,,,,Master's
4846,2023,Martin Tuchman School of Management,Management,Master,202290,Full-Time,People Tech Group,,,,66000.00,,,
4847,2023,Ying Wu College of Computing,Computer Science,Bachelor,202310,Full-Time,"CONTROL & POWER SYSTEMS, INC.",,,,,,,
4848,2023,College of Science and Liberal Arts,Mathematical Sciences,Bachelor,202290,Full-Time,Rocketgenius,,,,67500.00,,,
4849,2023,Newark College of Engineering,Biomedical Engineering,Master,202310,Full-Time,,,,,,,,
4850,2023,Newark College of Engineering,Transportation,Master,202310,Full-Time,Essex County Public Works,USA,Verona Township,NJ,,,,
4851,2023,Martin Tuchman School of Management,MBA,Master,202310,Internship,"KS Engineers, P.C.",,,,,,,
4852,2023,Martin Tuchman School of Management,Business,Bachelor,202310,Full-Time,NJ Department of Environmental Protection,,,,,,,
4853,2023,Ying Wu College of Computing,Business and Information Systems,Bachelor,202250,Full-Time,Visual Retail Plus,,,,,,,
4854,2023,College of Science and Liberal Arts,Environmental Science,Doctorate,202310,Full-Time,,,,,,,,
4855,2023,Martin Tuchman School of Management,Business,Bachelor,202250,Full-Time,,,,,,,,
4856,2023,Ying Wu College of Computing,Computer Science,Master,202290,Full-Time,Lockheed Martin,,,,,,,
4857,2023,Newark College of Engineering,Mechanical Engineering,Master,202290,Full-Time,,,,,,,,
4858,2023,Newark College of Engineering,Civil Engineering,Bachelor,202250,Internship,Spinning Designs Inc.,,,,,,,
4859,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202250,Full-Time,Kimmerle,,,,,,,
4860,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,IH Engineers,,,,,,,
4861,2023,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,202310,Full-Time,Kingdom Palace Beauty Supply,,,,77000.00,,,
4862,2023,Ying Wu College of Computing,Computer Science,Bachelor,202290,Full-Time,Amazon,,,,140000.00,,,
4863,2023,Newark College of Engineering,Civil Engineering,Bachelor,202290,Full-Time,Seton Hall University School of Law,,,,,,,
4864,2023,Newark College of Engineering,Chemical Engineering,Bachelor,202290,Full-Time,,,,,,,,
4865,2023,Ying Wu College of Computing,Data Science - Computational Track,Master,202310,Full-Time,Carnegie Pharmaceuticals,,,,,,,
4866,2023,College of Science and Liberal Arts,Pharmaceutical Chemistry,Master,202290,Full-Time,Carnegie Pharmaceuticals,USA,Delran,NJ,,,,
4867,2023,Newark College of Engineering,Electrical Engineering,Bachelor,202250,Full-Time,Adsorptech LLC,,,,62000.00,,,
4868,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,Matrix New World Engineering,,,,,,,
4869,2023,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,202310,Full-Time,,,,,,,,
4870,2023,Newark College of Engineering,Medical Informatics Technology,Bachelor,202290,Full-Time,NYU,,,,,,,
4871,2023,Newark College of Engineering,Engineering Management,Master,202290,Full-Time,,,,,60000.00,,,
4872,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Continuing Education,,USA,Mahwah,NJ,,Ramapo College of New Jersey,,
4873,2023,Ying Wu College of Computing,Information Technology,Bachelor,202310,Full-Time,,,,,145600.00,,,
4874,2023,Newark College of Engineering,Biomedical Engineering,Bachelor,202310,Full-Time,,,,,,,,
4875,2023,Ying Wu College of Computing,IT Administration & Security,Master,202310,Full-Time,DevelopWith LLC,,,,150000.00,,,
4876,2023,Newark College of Engineering,Pharmaceutical Engineering,Master,202290,Full-Time,Andor Health,,,,,,,
4877,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202310,Full-Time,,,,,,,,
4878,2023,College of Science and Liberal Arts,Biology,Bachelor,202310,Full-Time,Labcorp,,,,,,,
4879,2023,Newark College of Engineering,Computer Technology,Bachelor,202310,Full-Time,Jacobs,,,,,,,
4880,2023,Newark College of Engineering,Mechanical Engineering,Master,202310,Full-Time,Remington & Vernick Engineers,,,,78000.00,,,
4881,2023,Newark College of Engineering,Biomedical Engineering,Master,202290,Full-Time,Deutsche Bank,,,,,,,
4882,2023,Newark College of Engineering,Mechanical Engineering,Bachelor,202250,Full-Time,HNTB,,,,,,,
